,PRODUCTO,PRECIO_MINORISTA,CATEGORIA,UNIDAD_MEDIDA_MIN
1580,Carne de porcino (corte unico),19.5,Carnes y huevos,KILOGRAMO
1581,Uva alfonso lavalett,5.9,Frutas,KILOGRAMO
1582,Haba verde serrana,3.7,Legumbres,KILOGRAMO
1583,Azucar rubia nacional (granel),3.9,Agro-industriales,KILOGRAMO
1584,Frijol canario,6.35,Menestras,KILOGRAMO
1585,Papaya,2.95,Frutas,KILOGRAMO
1586,Aji rocoto,6.0,Hortalizas,KILOGRAMO
1587,Limon sutil bolsa,2.35,Frutas,KILOGRAMO
1588,Olluco largo,4.05,Tuberculos,KILOGRAMO
1589,Camote morado,3.9,Tuberculos,KILOGRAMO
1590,Arroz extra,4.45,Cereales,KILOGRAMO
1591,Leche reconstituida (azul) 395 gr,4.1,Agro-industriales,LATA
1592,Pina criolla,2.7,Frutas,KILOGRAMO
1593,Vainita americana,5.15,Legumbres,KILOGRAMO
1594,Manzana israel,3.95,Frutas,KILOGRAMO
1595,Platano bellaco,3.05,Frutas,LITRO
1596,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
1597,Chirimoya cumbe,7.6,Frutas,KILOGRAMO
1598,Papa amarilla,4.1,Tuberculos,KILOGRAMO
1599,Melocoton durazno huayco,8.9,Frutas,KILOGRAMO
1600,Sandia,2.35,Frutas,KILOGRAMO
1601,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1602,Huevos rosados,10.25,Carnes y huevos,KILOGRAMO
1603,Ajo criollo o napuri,14.35,Hortalizas,KILOGRAMO
1604,Frijol castilla,6.45,Menestras,KILOGRAMO
1605,Arroz superior,3.95,Cereales,KILOGRAMO
1606,Mango edward,0.0,Frutas,KILOGRAMO
1607,Carne de pollo (eviscerado),9.75,Carnes y huevos,KILOGRAMO
1608,Platano seda congo,4.25,Frutas,KILOGRAMO
1609,Yuca blanca,3.55,Tuberculos,KILOGRAMO
1610,Pallar,7.75,Menestras,KILOGRAMO
1611,Choclo (tipo cusco),8.35,Cereales,UNIDAD
1612,Papa canchan,2.33,Tuberculos,KILOGRAMO
1613,Melon coquito,3.35,Frutas,KILOGRAMO
1614,Zanahoria,3.25,Hortalizas,KILOGRAMO
1615,Palta fuerte,5.9,Frutas,KILOGRAMO
1616,Tomate,4.7,Hortalizas,KILOGRAMO
1617,Lenteja,7.75,Menestras,KILOGRAMO
1618,Naranja valencia,4.45,Frutas,KILOGRAMO
1619,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
1620,Carne de porcino (corte unico),19.5,Carnes y huevos,KILOGRAMO
1621,Uva alfonso lavalett,5.9,Frutas,KILOGRAMO
1622,Azucar rubia nacional (granel),3.7,Agro-industriales,KILOGRAMO
1623,Frijol canario,6.35,Menestras,KILOGRAMO
1624,Papaya,2.85,Frutas,KILOGRAMO
1625,Aji rocoto,6.0,Hortalizas,KILOGRAMO
1626,Limon sutil bolsa,2.4,Frutas,KILOGRAMO
1627,Olluco largo,4.05,Tuberculos,KILOGRAMO
1628,Camote morado,4.25,Tuberculos,KILOGRAMO
1629,Haba verde serrana,3.9,Legumbres,KILOGRAMO
1630,Arroz extra,4.45,Cereales,KILOGRAMO
1631,Leche reconstituida (azul) 395 gr,4.1,Agro-industriales,LATA
1632,Pina criolla,2.7,Frutas,KILOGRAMO
1633,Vainita americana,5.75,Legumbres,KILOGRAMO
1634,Manzana israel,3.95,Frutas,KILOGRAMO
1635,Platano bellaco,3.05,Frutas,LITRO
1636,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
1637,Chirimoya cumbe,7.6,Frutas,KILOGRAMO
1638,Papa amarilla,4.1,Tuberculos,KILOGRAMO
1639,Melocoton durazno huayco,8.6,Frutas,KILOGRAMO
1640,Sandia,2.35,Frutas,KILOGRAMO
1641,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1642,Huevos rosados,10.25,Carnes y huevos,KILOGRAMO
1643,Ajo criollo o napuri,14.35,Hortalizas,KILOGRAMO
1644,Frijol castilla,6.45,Menestras,KILOGRAMO
1645,Arroz superior,3.95,Cereales,KILOGRAMO
1646,Mango edward,0.0,Frutas,KILOGRAMO
1647,Carne de pollo (eviscerado),9.75,Carnes y huevos,KILOGRAMO
1648,Platano seda congo,4.25,Frutas,KILOGRAMO
1649,Yuca blanca,3.55,Tuberculos,KILOGRAMO
1650,Pallar,7.75,Menestras,KILOGRAMO
1651,Choclo (tipo cusco),8.45,Cereales,UNIDAD
1652,Papa canchan,2.35,Tuberculos,KILOGRAMO
1653,Melon coquito,3.35,Frutas,KILOGRAMO
1654,Zanahoria,3.25,Hortalizas,KILOGRAMO
1655,Palta fuerte,5.9,Frutas,KILOGRAMO
1656,Tomate,4.7,Hortalizas,KILOGRAMO
1657,Lenteja,7.75,Menestras,KILOGRAMO
1658,Naranja valencia,4.45,Frutas,KILOGRAMO
1659,Garbanzo,8.9,Menestras,KILOGRAMO
1660,Carne fresca de vacuno,20.5,Carnes y huevos,KILOGRAMO
1661,Zapallo macre,2.9,Hortalizas,KILOGRAMO
1662,Aji escabeche,4.05,Hortalizas,MALLA
1663,Arveja verde blanca serrana,7.35,Legumbres,KILOGRAMO
1664,Manzana delicia,3.65,Frutas,KILOGRAMO
1665,Uva italia,7.4,Frutas,KILOGRAMO
1666,Leche fresca,4.35,Agro-industriales,LITRO
1667,Azucar blanca nacional (granel),5.4,Agro-industriales,KILOGRAMO
1668,Uva red globe,7.3,Frutas,KILOGRAMO
1669,Azucar rubia nacional (granel),3.7,Agro-industriales,KILOGRAMO
1670,Frijol canario,6.35,Menestras,KILOGRAMO
1671,Papaya,2.85,Frutas,KILOGRAMO
1672,Aji rocoto,6.0,Hortalizas,KILOGRAMO
1673,Limon sutil bolsa,2.4,Frutas,KILOGRAMO
1674,Olluco largo,3.85,Tuberculos,KILOGRAMO
1675,Camote morado,2.75,Tuberculos,KILOGRAMO
1676,Haba verde serrana,3.8,Legumbres,KILOGRAMO
1677,Arroz extra,4.45,Cereales,KILOGRAMO
1678,Leche reconstituida (azul) 395 gr,4.1,Agro-industriales,LATA
1679,Pina criolla,2.7,Frutas,KILOGRAMO
1680,Vainita americana,5.35,Legumbres,KILOGRAMO
1681,Manzana israel,3.8,Frutas,KILOGRAMO
1682,Platano bellaco,3.05,Frutas,LITRO
1683,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
1684,Chirimoya cumbe,7.45,Frutas,KILOGRAMO
1685,Melocoton durazno huayco,8.6,Frutas,KILOGRAMO
1686,Sandia,2.35,Frutas,KILOGRAMO
1687,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1688,Huevos rosados,10.25,Carnes y huevos,KILOGRAMO
1689,Ajo criollo o napuri,14.25,Hortalizas,KILOGRAMO
1690,Frijol castilla,6.3,Menestras,KILOGRAMO
1691,Arroz superior,3.95,Cereales,KILOGRAMO
1692,Mango edward,0.0,Frutas,KILOGRAMO
1693,Carne de pollo (eviscerado),9.75,Carnes y huevos,KILOGRAMO
1694,Platano seda congo,4.1,Frutas,KILOGRAMO
1695,Yuca blanca,3.35,Tuberculos,KILOGRAMO
1696,Pallar,7.75,Menestras,KILOGRAMO
1697,Papa amarilla,4.0,Tuberculos,KILOGRAMO
1698,Choclo (tipo cusco),8.4,Cereales,UNIDAD
1699,Papa canchan,2.35,Tuberculos,KILOGRAMO
1700,Melon coquito,3.35,Frutas,KILOGRAMO
1701,Zanahoria,3.25,Hortalizas,KILOGRAMO
1702,Palta fuerte,5.9,Frutas,KILOGRAMO
1703,Tomate,4.45,Hortalizas,KILOGRAMO
1704,Lenteja,7.75,Menestras,KILOGRAMO
1705,Naranja valencia,4.3,Frutas,KILOGRAMO
1706,Garbanzo,8.9,Menestras,KILOGRAMO
1707,Carne fresca de vacuno,20.5,Carnes y huevos,KILOGRAMO
1708,Zapallo macre,2.9,Hortalizas,KILOGRAMO
1709,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
1710,Aji escabeche,4.05,Hortalizas,MALLA
1711,Arveja verde blanca serrana,7.35,Legumbres,KILOGRAMO
1712,Manzana delicia,3.65,Frutas,KILOGRAMO
1713,Uva italia,7.4,Frutas,KILOGRAMO
1714,Leche fresca,4.35,Agro-industriales,LITRO
1715,Azucar blanca nacional (granel),5.4,Agro-industriales,KILOGRAMO
1716,Uva red globe,7.1,Frutas,KILOGRAMO
1717,Carne de porcino (corte unico),19.5,Carnes y huevos,KILOGRAMO
1718,Uva alfonso lavalett,5.9,Frutas,KILOGRAMO
1719,Arroz extra,4.45,Cereales,KILOGRAMO
1720,Leche reconstituida (azul) 395 gr,4.1,Agro-industriales,LATA
1721,Pina criolla,2.7,Frutas,KILOGRAMO
1722,Vainita americana,5.35,Legumbres,KILOGRAMO
1723,Manzana israel,3.85,Frutas,KILOGRAMO
1724,Platano bellaco,3.05,Frutas,LITRO
1725,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
1726,Chirimoya cumbe,7.45,Frutas,KILOGRAMO
1727,Melocoton durazno huayco,8.65,Frutas,KILOGRAMO
1728,Sandia,2.35,Frutas,KILOGRAMO
1729,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1730,Huevos rosados,10.25,Carnes y huevos,KILOGRAMO
1731,Ajo criollo o napuri,14.25,Hortalizas,KILOGRAMO
1732,Frijol castilla,6.3,Menestras,KILOGRAMO
1733,Arroz superior,3.95,Cereales,KILOGRAMO
1734,Mango edward,0.0,Frutas,KILOGRAMO
1735,Carne de pollo (eviscerado),9.35,Carnes y huevos,KILOGRAMO
1736,Platano seda congo,4.1,Frutas,KILOGRAMO
1737,Yuca blanca,3.1,Tuberculos,KILOGRAMO
1738,Pallar,7.75,Menestras,KILOGRAMO
1739,Papa amarilla,4.0,Tuberculos,KILOGRAMO
1740,Choclo (tipo cusco),8.25,Cereales,UNIDAD
1741,Papa canchan,2.4,Tuberculos,KILOGRAMO
1742,Melon coquito,3.35,Frutas,KILOGRAMO
1743,Zanahoria,3.25,Hortalizas,KILOGRAMO
1744,Palta fuerte,5.75,Frutas,KILOGRAMO
1745,Tomate,4.6,Hortalizas,KILOGRAMO
1746,Lenteja,7.75,Menestras,KILOGRAMO
1747,Naranja valencia,4.3,Frutas,KILOGRAMO
1748,Garbanzo,8.75,Menestras,KILOGRAMO
1749,Carne fresca de vacuno,20.5,Carnes y huevos,KILOGRAMO
1750,Zapallo macre,2.9,Hortalizas,KILOGRAMO
1751,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
1752,Aji escabeche,4.05,Hortalizas,MALLA
1753,Arveja verde blanca serrana,7.35,Legumbres,KILOGRAMO
1754,Manzana delicia,3.65,Frutas,KILOGRAMO
1755,Uva italia,7.15,Frutas,KILOGRAMO
1756,Leche fresca,4.35,Agro-industriales,LITRO
1757,Azucar blanca nacional (granel),5.4,Agro-industriales,KILOGRAMO
1758,Uva red globe,7.1,Frutas,KILOGRAMO
1759,Carne de porcino (corte unico),19.0,Carnes y huevos,KILOGRAMO
1760,Uva alfonso lavalett,5.9,Frutas,KILOGRAMO
1761,Azucar rubia nacional (granel),3.7,Agro-industriales,KILOGRAMO
1762,Frijol canario,6.35,Menestras,KILOGRAMO
1763,Papaya,2.85,Frutas,KILOGRAMO
1764,Aji rocoto,8.0,Hortalizas,KILOGRAMO
1765,Limon sutil bolsa,2.45,Frutas,KILOGRAMO
1766,Olluco largo,3.75,Tuberculos,KILOGRAMO
1767,Camote morado,2.75,Tuberculos,KILOGRAMO
1768,Haba verde serrana,3.9,Legumbres,KILOGRAMO
1769,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
1770,Chirimoya cumbe,7.45,Frutas,KILOGRAMO
1771,Sandia,2.35,Frutas,KILOGRAMO
1772,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1773,Huevos rosados,10.25,Carnes y huevos,KILOGRAMO
1774,Ajo criollo o napuri,14.25,Hortalizas,KILOGRAMO
1775,Frijol castilla,6.3,Menestras,KILOGRAMO
1776,Arroz superior,3.95,Cereales,KILOGRAMO
1777,Mango edward,0.0,Frutas,KILOGRAMO
1778,Carne de pollo (eviscerado),9.35,Carnes y huevos,KILOGRAMO
1779,Platano seda congo,4.1,Frutas,KILOGRAMO
1780,Yuca blanca,3.1,Tuberculos,KILOGRAMO
1781,Pallar,7.75,Menestras,KILOGRAMO
1782,Papa amarilla,4.0,Tuberculos,KILOGRAMO
1783,Melocoton durazno huayco,8.65,Frutas,KILOGRAMO
1784,Choclo (tipo cusco),8.25,Cereales,UNIDAD
1785,Papa canchan,2.4,Tuberculos,KILOGRAMO
1786,Melon coquito,3.35,Frutas,KILOGRAMO
1787,Zanahoria,3.25,Hortalizas,KILOGRAMO
1788,Palta fuerte,5.75,Frutas,KILOGRAMO
1789,Tomate,5.1,Hortalizas,KILOGRAMO
1790,Lenteja,7.75,Menestras,KILOGRAMO
1791,Naranja valencia,4.15,Frutas,KILOGRAMO
1792,Garbanzo,8.75,Menestras,KILOGRAMO
1793,Carne fresca de vacuno,20.5,Carnes y huevos,KILOGRAMO
1794,Zapallo macre,2.9,Hortalizas,KILOGRAMO
1795,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
1796,Aji escabeche,4.0,Hortalizas,MALLA
1797,Arveja verde blanca serrana,7.35,Legumbres,KILOGRAMO
1798,Manzana delicia,3.65,Frutas,KILOGRAMO
1799,Uva italia,7.15,Frutas,KILOGRAMO
1800,Leche fresca,4.35,Agro-industriales,LITRO
1801,Azucar blanca nacional (granel),5.4,Agro-industriales,KILOGRAMO
1802,Uva red globe,7.1,Frutas,KILOGRAMO
1803,Carne de porcino (corte unico),19.0,Carnes y huevos,KILOGRAMO
1804,Uva alfonso lavalett,5.9,Frutas,KILOGRAMO
1805,Azucar rubia nacional (granel),3.7,Agro-industriales,KILOGRAMO
1806,Frijol canario,6.35,Menestras,KILOGRAMO
1807,Arroz extra,4.45,Cereales,KILOGRAMO
1808,Papaya,2.85,Frutas,KILOGRAMO
1809,Aji rocoto,8.0,Hortalizas,KILOGRAMO
1810,Limon sutil bolsa,2.45,Frutas,KILOGRAMO
1811,Olluco largo,3.75,Tuberculos,KILOGRAMO
1812,Camote morado,2.75,Tuberculos,KILOGRAMO
1813,Manzana israel,3.85,Frutas,KILOGRAMO
1814,Haba verde serrana,3.9,Legumbres,KILOGRAMO
1815,Leche reconstituida (azul) 395 gr,4.1,Agro-industriales,LATA
1816,Pina criolla,2.7,Frutas,KILOGRAMO
1817,Vainita americana,5.35,Legumbres,KILOGRAMO
1818,Platano bellaco,3.05,Frutas,LITRO
1819,Sandia,2.45,Frutas,KILOGRAMO
1820,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1821,Huevos rosados,10.25,Carnes y huevos,KILOGRAMO
1822,Ajo criollo o napuri,14.25,Hortalizas,KILOGRAMO
1823,Frijol castilla,6.1,Menestras,KILOGRAMO
1824,Arroz superior,3.95,Cereales,KILOGRAMO
1825,Mango edward,2.1,Frutas,KILOGRAMO
1826,Carne de pollo (eviscerado),9.35,Carnes y huevos,KILOGRAMO
1827,Platano seda congo,4.1,Frutas,KILOGRAMO
1828,Yuca blanca,3.25,Tuberculos,KILOGRAMO
1829,Pallar,7.75,Menestras,KILOGRAMO
1830,Papa amarilla,3.9,Tuberculos,KILOGRAMO
1831,Melocoton durazno huayco,8.65,Frutas,KILOGRAMO
1832,Choclo (tipo cusco),8.25,Cereales,UNIDAD
1833,Papa canchan,2.4,Tuberculos,KILOGRAMO
1834,Melon coquito,3.35,Frutas,KILOGRAMO
1835,Zanahoria,3.25,Hortalizas,KILOGRAMO
1836,Palta fuerte,5.9,Frutas,KILOGRAMO
1837,Tomate,4.75,Hortalizas,KILOGRAMO
1838,Lenteja,7.75,Menestras,KILOGRAMO
1839,Naranja valencia,4.15,Frutas,KILOGRAMO
1840,Garbanzo,8.75,Menestras,KILOGRAMO
1841,Carne fresca de vacuno,19.5,Carnes y huevos,KILOGRAMO
1842,Zapallo macre,2.9,Hortalizas,KILOGRAMO
1843,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
1844,Aji escabeche,4.4,Hortalizas,MALLA
1845,Arveja verde blanca serrana,7.1,Legumbres,KILOGRAMO
1846,Manzana delicia,3.65,Frutas,KILOGRAMO
1847,Uva italia,7.25,Frutas,KILOGRAMO
1848,Leche fresca,4.35,Agro-industriales,LITRO
1849,Azucar blanca nacional (granel),5.4,Agro-industriales,KILOGRAMO
1850,Uva red globe,7.1,Frutas,KILOGRAMO
1851,Carne de porcino (corte unico),19.0,Carnes y huevos,KILOGRAMO
1852,Uva alfonso lavalett,5.9,Frutas,KILOGRAMO
1853,Frijol canario,6.35,Menestras,KILOGRAMO
1854,Arroz extra,4.35,Cereales,KILOGRAMO
1855,Papaya,2.85,Frutas,KILOGRAMO
1856,Aji rocoto,8.0,Hortalizas,KILOGRAMO
1857,Limon sutil bolsa,2.45,Frutas,KILOGRAMO
1858,Olluco largo,3.75,Tuberculos,KILOGRAMO
1859,Camote morado,2.75,Tuberculos,KILOGRAMO
1860,Manzana israel,4.1,Frutas,KILOGRAMO
1861,Haba verde serrana,3.9,Legumbres,KILOGRAMO
1862,Azucar rubia nacional (granel),3.7,Agro-industriales,KILOGRAMO
1863,Leche reconstituida (azul) 395 gr,4.1,Agro-industriales,LATA
1864,Pina criolla,2.7,Frutas,KILOGRAMO
1865,Vainita americana,5.35,Legumbres,KILOGRAMO
1866,Platano bellaco,3.05,Frutas,LITRO
1867,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
1868,Chirimoya cumbe,7.25,Frutas,KILOGRAMO
1869,Choclo (tipo cusco),8.25,Cereales,UNIDAD
1870,Papa canchan,2.4,Tuberculos,KILOGRAMO
1871,Melon coquito,3.35,Frutas,KILOGRAMO
1872,Zanahoria,3.25,Hortalizas,KILOGRAMO
1873,Palta fuerte,5.9,Frutas,KILOGRAMO
1874,Tomate,4.75,Hortalizas,KILOGRAMO
1875,Lenteja,7.75,Menestras,KILOGRAMO
1876,Naranja valencia,4.05,Frutas,KILOGRAMO
1877,Garbanzo,8.75,Menestras,KILOGRAMO
1878,Carne fresca de vacuno,19.5,Carnes y huevos,KILOGRAMO
1879,Zapallo macre,2.9,Hortalizas,KILOGRAMO
1880,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
1881,Aji escabeche,4.4,Hortalizas,MALLA
1882,Arveja verde blanca serrana,7.1,Legumbres,KILOGRAMO
1883,Manzana delicia,3.1,Frutas,KILOGRAMO
1884,Uva italia,7.25,Frutas,KILOGRAMO
1885,Leche fresca,4.25,Agro-industriales,LITRO
1886,Azucar blanca nacional (granel),5.25,Agro-industriales,KILOGRAMO
1887,Uva red globe,7.1,Frutas,KILOGRAMO
1888,Carne de porcino (corte unico),19.0,Carnes y huevos,KILOGRAMO
1889,Uva alfonso lavalett,5.9,Frutas,KILOGRAMO
1890,Frijol canario,6.35,Menestras,KILOGRAMO
1891,Arroz extra,4.5,Cereales,KILOGRAMO
1892,Papaya,2.9,Frutas,KILOGRAMO
1893,Aji rocoto,8.0,Hortalizas,KILOGRAMO
1894,Limon sutil bolsa,2.15,Frutas,KILOGRAMO
1895,Olluco largo,3.75,Tuberculos,KILOGRAMO
1896,Camote morado,2.75,Tuberculos,KILOGRAMO
1897,Manzana israel,4.1,Frutas,KILOGRAMO
1898,Haba verde serrana,3.9,Legumbres,KILOGRAMO
1899,Azucar rubia nacional (granel),3.7,Agro-industriales,KILOGRAMO
1900,Leche reconstituida (azul) 395 gr,4.1,Agro-industriales,LATA
1901,Pina criolla,2.7,Frutas,KILOGRAMO
1902,Vainita americana,5.25,Legumbres,KILOGRAMO
1903,Platano bellaco,3.0,Frutas,LITRO
1904,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
1905,Chirimoya cumbe,7.25,Frutas,KILOGRAMO
1906,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1907,Huevos rosados,10.1,Carnes y huevos,KILOGRAMO
1908,Ajo criollo o napuri,14.25,Hortalizas,KILOGRAMO
1909,Frijol castilla,6.1,Menestras,KILOGRAMO
1910,Arroz superior,4.45,Cereales,KILOGRAMO
1911,Mango edward,2.1,Frutas,KILOGRAMO
1912,Carne de pollo (eviscerado),9.4,Carnes y huevos,KILOGRAMO
1913,Platano seda congo,4.1,Frutas,KILOGRAMO
1914,Yuca blanca,3.25,Tuberculos,KILOGRAMO
1915,Pallar,7.75,Menestras,KILOGRAMO
1916,Papa amarilla,3.9,Tuberculos,KILOGRAMO
1917,Melocoton durazno huayco,8.65,Frutas,KILOGRAMO
1918,Sandia,2.45,Frutas,KILOGRAMO
1919,Palta fuerte,6.1,Frutas,KILOGRAMO
1920,Tomate,3.9,Hortalizas,KILOGRAMO
1921,Lenteja,8.25,Menestras,KILOGRAMO
1922,Naranja valencia,3.55,Frutas,KILOGRAMO
1923,Garbanzo,9.1,Menestras,KILOGRAMO
1924,Carne fresca de vacuno,19.0,Carnes y huevos,KILOGRAMO
1925,Zapallo macre,2.9,Hortalizas,KILOGRAMO
1926,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
1927,Aji escabeche,4.6,Hortalizas,MALLA
1928,Arveja verde blanca serrana,7.0,Legumbres,KILOGRAMO
1929,Manzana delicia,3.25,Frutas,KILOGRAMO
1930,Uva italia,7.25,Frutas,KILOGRAMO
1931,Leche fresca,4.1,Agro-industriales,LITRO
1932,Azucar blanca nacional (granel),5.25,Agro-industriales,KILOGRAMO
1933,Uva red globe,7.0,Frutas,KILOGRAMO
1934,Carne de porcino (corte unico),17.25,Carnes y huevos,KILOGRAMO
1935,Uva alfonso lavalett,5.4,Frutas,KILOGRAMO
1936,Frijol canario,6.25,Menestras,KILOGRAMO
1937,Arroz extra,4.5,Cereales,KILOGRAMO
1938,Papaya,2.9,Frutas,KILOGRAMO
1939,Aji rocoto,8.0,Hortalizas,KILOGRAMO
1940,Limon sutil bolsa,2.4,Frutas,KILOGRAMO
1941,Olluco largo,3.75,Tuberculos,KILOGRAMO
1942,Camote morado,2.5,Tuberculos,KILOGRAMO
1943,Manzana israel,4.1,Frutas,KILOGRAMO
1944,Haba verde serrana,4.1,Legumbres,KILOGRAMO
1945,Azucar rubia nacional (granel),3.7,Agro-industriales,KILOGRAMO
1946,Leche reconstituida (azul) 395 gr,4.0,Agro-industriales,LATA
1947,Pina criolla,2.65,Frutas,KILOGRAMO
1948,Vainita americana,4.95,Legumbres,KILOGRAMO
1949,Platano bellaco,3.0,Frutas,LITRO
1950,Cebolla cabeza roja,3.0,Hortalizas,KILOGRAMO
1951,Chirimoya cumbe,7.25,Frutas,KILOGRAMO
1952,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1953,Huevos rosados,9.25,Carnes y huevos,KILOGRAMO
1954,Ajo criollo o napuri,14.25,Hortalizas,KILOGRAMO
1955,Frijol castilla,6.1,Menestras,KILOGRAMO
1956,Arroz superior,4.45,Cereales,KILOGRAMO
1957,Mango edward,2.15,Frutas,KILOGRAMO
1958,Carne de pollo (eviscerado),9.65,Carnes y huevos,KILOGRAMO
1959,Platano seda congo,3.85,Frutas,KILOGRAMO
1960,Yuca blanca,2.9,Tuberculos,KILOGRAMO
1961,Pallar,7.75,Menestras,KILOGRAMO
1962,Papa amarilla,4.1,Tuberculos,KILOGRAMO
1963,Melocoton durazno huayco,8.65,Frutas,KILOGRAMO
1964,Sandia,2.6,Frutas,KILOGRAMO
1965,Choclo (tipo cusco),7.5,Cereales,UNIDAD
1966,Papa canchan,2.5,Tuberculos,KILOGRAMO
1967,Melon coquito,3.05,Frutas,KILOGRAMO
1968,Zanahoria,2.65,Hortalizas,KILOGRAMO
1969,Carne fresca de vacuno,19.0,Carnes y huevos,KILOGRAMO
1970,Zapallo macre,3.0,Hortalizas,KILOGRAMO
1971,Fideos nicolini tallarin,6.45,Agro-industriales,KILOGRAMO
1972,Aji escabeche,4.6,Hortalizas,MALLA
1973,Arveja verde blanca serrana,5.8,Legumbres,KILOGRAMO
1974,Manzana delicia,3.75,Frutas,KILOGRAMO
1975,Uva italia,7.25,Frutas,KILOGRAMO
1976,Leche fresca,4.1,Agro-industriales,LITRO
1977,Azucar blanca nacional (granel),5.25,Agro-industriales,KILOGRAMO
1978,Uva red globe,7.0,Frutas,KILOGRAMO
1979,Carne de porcino (corte unico),18.25,Carnes y huevos,KILOGRAMO
1980,Uva alfonso lavalett,5.4,Frutas,KILOGRAMO
1981,Frijol canario,6.25,Menestras,KILOGRAMO
1982,Arroz extra,4.5,Cereales,KILOGRAMO
1983,Papaya,2.9,Frutas,KILOGRAMO
1984,Aji rocoto,8.0,Hortalizas,KILOGRAMO
1985,Limon sutil bolsa,2.4,Frutas,KILOGRAMO
1986,Olluco largo,3.1,Tuberculos,KILOGRAMO
1987,Camote morado,2.05,Tuberculos,KILOGRAMO
1988,Manzana israel,4.1,Frutas,KILOGRAMO
1989,Haba verde serrana,4.1,Legumbres,KILOGRAMO
1990,Azucar rubia nacional (granel),3.7,Agro-industriales,KILOGRAMO
1991,Leche reconstituida (azul) 395 gr,4.0,Agro-industriales,LATA
1992,Pina criolla,2.65,Frutas,KILOGRAMO
1993,Vainita americana,5.05,Legumbres,KILOGRAMO
1994,Platano bellaco,3.0,Frutas,LITRO
1995,Cebolla cabeza roja,3.05,Hortalizas,KILOGRAMO
1996,Chirimoya cumbe,7.25,Frutas,KILOGRAMO
1997,Aceite clasico botella 900 ml,10.55,Agro-industriales,LITRO
1998,Huevos rosados,8.75,Carnes y huevos,KILOGRAMO
1999,Ajo criollo o napuri,14.25,Hortalizas,KILOGRAMO
2000,Frijol castilla,6.0,Menestras,KILOGRAMO
2001,Arroz superior,4.45,Cereales,KILOGRAMO
2002,Mango edward,2.15,Frutas,KILOGRAMO
2003,Carne de pollo (eviscerado),9.75,Carnes y huevos,KILOGRAMO
2004,Platano seda congo,3.85,Frutas,KILOGRAMO
2005,Yuca blanca,2.55,Tuberculos,KILOGRAMO
2006,Pallar,7.75,Menestras,KILOGRAMO
2007,Papa amarilla,4.1,Tuberculos,KILOGRAMO
2008,Melocoton durazno huayco,8.65,Frutas,KILOGRAMO
2009,Sandia,2.4,Frutas,KILOGRAMO
2010,Choclo (tipo cusco),7.5,Cereales,UNIDAD
2011,Papa canchan,2.5,Tuberculos,KILOGRAMO
2012,Melon coquito,3.05,Frutas,KILOGRAMO
2013,Zanahoria,2.75,Hortalizas,KILOGRAMO
2014,Palta fuerte,6.1,Frutas,KILOGRAMO
2015,Tomate,4.0,Hortalizas,KILOGRAMO
2016,Lenteja,8.25,Menestras,KILOGRAMO
2017,Naranja valencia,3.55,Frutas,KILOGRAMO
2018,Garbanzo,9.1,Menestras,KILOGRAMO
2019,Carne de porcino (corte unico),18.25,Carnes y huevos,KILOGRAMO
2020,Uva alfonso lavalett,5.4,Frutas,KILOGRAMO
2021,Frijol canario,6.25,Menestras,KILOGRAMO
2022,Arroz extra,4.55,Cereales,KILOGRAMO
2023,Papaya,2.55,Frutas,KILOGRAMO
2024,Aji rocoto,5.5,Hortalizas,KILOGRAMO
2025,Limon sutil bolsa,2.4,Frutas,KILOGRAMO
2026,Olluco largo,3.1,Tuberculos,KILOGRAMO
2027,Camote morado,2.05,Tuberculos,KILOGRAMO
2028,Manzana israel,4.1,Frutas,KILOGRAMO
2029,Haba verde serrana,4.1,Legumbres,KILOGRAMO
2030,Azucar rubia nacional (granel),3.8,Agro-industriales,KILOGRAMO
2031,Leche reconstituida (azul) 395 gr,3.9,Agro-industriales,LATA
2032,Pina criolla,2.6,Frutas,KILOGRAMO
2033,Vainita americana,5.05,Legumbres,KILOGRAMO
